,informant,start,end,filename,corpus,text,gender,age,age_group
04072022_TNG1957_Melikhovskaya-2471189-2472109,TNG1957,2471.189,2472.109,audio_files/04072022_TNG1957_Melikhovskaya-2471189-2472109.wav,don_rnd,Продавец. ,,,
04072022_TNG1957_Melikhovskaya-6527193-6531646,TNG1957,6527.193,6531.646,audio_files/04072022_TNG1957_Melikhovskaya-6527193-6531646.wav,don_rnd,А кот свернулся и на калаче дрыхнет. ,,,
20180618_zii1932_a-2141260-2142969,зии1932,2141.26,2142.969,audio_files/20180618_zii1932_a-2141260-2142969.wav,opochka,один месяц,,,
Sib_15-f_130.47_132.37,Sib_15-f,130.47,132.37,./trimmed/Sib_15-f_130.47_132.37.wav,standart,"— ∙∙ ээ что меня поражало,",f,70.0,elderly
Sib_03-m_30.95_33.11,Sib_03-m,30.95,33.11,./trimmed/Sib_03-m_30.95_33.11.wav,standart,"Ну ∙∙ в принципе ∙∙ нормальная работа была!,",m,19.0,young
020721_VIK1941_Razdorskaya-488155-495166,VIK1941,488.155,495.166,audio_files/020721_VIK1941_Razdorskaya-488155-495166.wav,don_rnd,"Ну на тракторе прицепливают эти бороны, отцепливают,  ну не тракторист.  ",,,
04072022_MLI1941_Melikhovskaya-2517900-2521910,tx@MLI1941,2517.9,2521.91,audio_files/04072022_MLI1941_Melikhovskaya-2517900-2521910.wav,don_rnd,"Весь опухший был, врачи приезжали каждый день к нам. ",,,
04072022_TNG1957_Melikhovskaya-2109997-2110816,TNG1957,2109.997,2110.816,audio_files/04072022_TNG1957_Melikhovskaya-2109997-2110816.wav,don_rnd,Рассказываю. ,,,
20180618_zii1932_a-6174896-6176931,зии1932,6174.896,6176.931,audio_files/20180618_zii1932_a-6174896-6176931.wav,opochka,диплом красный получила.,,,
Keba_MAS1916_2-115682-117450,MAS1916,115.682,117.45,audio_files/Keba_MAS1916_2-115682-117450.wav,keba,"Ты что, говорит, ведь она угореет!  ",,,
04072022_TNG1957_Melikhovskaya-5076916-5078323,TNG1957,5076.916,5078.323,audio_files/04072022_TNG1957_Melikhovskaya-5076916-5078323.wav,don_rnd,"Первое, нет. ",,,
Keba_MAS1916_2-2730640-2731755,MAS1916,2730.64,2731.755,audio_files/Keba_MAS1916_2-2730640-2731755.wav,keba,Нет. Нет. ,,,
20180619_vav1949-748508-750438,Interviewer,748.508,750.438,audio_files/20180619_vav1949-748508-750438.wav,standart,А какой вы обычно косите?,,,
20180618_zii1932_a-2960210-2962529,зии1932,2960.21,2962.529,audio_files/20180618_zii1932_a-2960210-2962529.wav,opochka,Мне много дров надо.,,,
Keba_MAS1916_2-889183-897580,MAS1916,889.183,897.58,audio_files/Keba_MAS1916_2-889183-897580.wav,keba,"Ушёл на работу. Ходит там на посёлке-то, на участке-то, новый дом строят, садик, наверное,
         дак этот дом-то караулит ходит.  ",,,
04072022_MLI1941_Melikhovskaya-2797600-2798100,Interviewer,2797.6,2798.1,audio_files/04072022_MLI1941_Melikhovskaya-2797600-2798100.wav,standart,Угу. ,,,
20180618_zii1932_a-1258016-1261347,зии1932,1258.016,1261.347,audio_files/20180618_zii1932_a-1258016-1261347.wav,opochka,"Кому-то хоро= (хорошо) очень хорошо, а кому-то не очень.",,,
Keba_MAS1916_2-2879527-2880249,MAS1916,2879.527,2880.249,audio_files/Keba_MAS1916_2-2879527-2880249.wav,keba,О-о. ,,,
Sib_10-m_146.18_147.76,Sib_10-m,146.18,147.76,./trimmed/Sib_10-m_146.18_147.76.wav,standart,"’’ ээ ’’ он пока-а отвлекал,",m,44.0,middle
04072022_TNG1957_Melikhovskaya-5843626-5845500,TNG1957,5843.626,5845.5,audio_files/04072022_TNG1957_Melikhovskaya-5843626-5845500.wav,don_rnd,"Успенский пост, он всего две недели. ",,,
Keba_MAS1916_1-750917-758317,MAS1916,750.917,758.317,audio_files/Keba_MAS1916_1-750917-758317.wav,keba,"Она и... Он, стали свататься, приехал, и сестра Матрёна Ивановна да Семён Иванович,
         брат да сестра пришли свататься.  ",,,
Keba_MAS1916_1-122146-127704,MAS1916,122.146,127.704,audio_files/Keba_MAS1916_1-122146-127704.wav,keba,"а говорят, кто тонет, дак руку нельзя захватывать, то может самого человека стянуть,
          ",,,
Keba_KMV1919-1403909-1406802,KMV1919,1403.909,1406.802,audio_files/Keba_KMV1919-1403909-1406802.wav,keba,Клин - будет кто-то подклинивать к тебе.  ,,,
Keba_MAS1916_2-1279713-1287736,MAS1916,1279.713,1287.736,audio_files/Keba_MAS1916_2-1279713-1287736.wav,keba,"вот и отдали, пришла она, а он пил, шибко пил, и ей тоже бить стал, она ушла раз,
          ",,,
04072022_MLI1941_Melikhovskaya-3437070-3439860,tx@MLI1941,3437.07,3439.86,audio_files/04072022_MLI1941_Melikhovskaya-3437070-3439860.wav,don_rnd,"А они, две сестры, остались там. ",,,
20180618_zii1932_a-1429312-1431853,зии1932,1429.312,1431.853,audio_files/20180618_zii1932_a-1429312-1431853.wav,opochka,Та (тая) деревня страдала из-за партизан,,,
04072022_MLI1941_Melikhovskaya-138095-138538,Interviewer,138.095,138.538,audio_files/04072022_MLI1941_Melikhovskaya-138095-138538.wav,standart,Как? ,,,
Keba_MAS1916_2-2182807-2184958,MAS1916,2182.807,2184.958,audio_files/Keba_MAS1916_2-2182807-2184958.wav,keba,Кеба. А там большая река.  ,,,
20180618_enm1930-2680662-2684548,енм1930,2680.662,2684.548,audio_files/20180618_enm1930-2680662-2684548.wav,opochka,Туда и не знаю как.,,,
20180618_zii1932_a-1851988-1853395,зии1932,1851.988,1853.395,audio_files/20180618_zii1932_a-1851988-1853395.wav,opochka,"так, фабрика,",,,
20180619_vav1949-669781-672310,вав1949,669.781,672.31,audio_files/20180619_vav1949-669781-672310.wav,opochka,Вот теперь здесь живу.,,,
04072022_TNG1957_Melikhovskaya-4571725-4574072,TNG1957,4571.725,4574.072,audio_files/04072022_TNG1957_Melikhovskaya-4571725-4574072.wav,don_rnd,"Толик, по географии преподавал. ",,,
Sib_13-f_139.25_139.84,Sib_13-f,139.25,139.84,./trimmed/Sib_13-f_139.25_139.84.wav,standart,"∙∙ е-ели,",f,68.0,elderly
Keba_MAS1916_2-1888826-1891509,MAS1916,1888.826,1891.509,audio_files/Keba_MAS1916_2-1888826-1891509.wav,keba,"Дак ведь которое прожила да помню, дак вот и...  ",,,
04072022_MLI1941_Melikhovskaya-3352220-3352930,Interviewer,3352.22,3352.93,audio_files/04072022_MLI1941_Melikhovskaya-3352220-3352930.wav,standart,Угу. ,,,
20180619_vav1949-1228771-1231954,вав1949,1228.771,1231.954,audio_files/20180619_vav1949-1228771-1231954.wav,opochka,"Четыре здесь, а Матюшкино потом.",,,
Keba_MAS1916_2-2321366-2324562,MAS1916,2321.366,2324.562,audio_files/Keba_MAS1916_2-2321366-2324562.wav,keba,На машинах возят. На машинах. ,,,
020721_VIK1941_Razdorskaya-3199849-3205450,VIK1941,3199.849,3205.45,audio_files/020721_VIK1941_Razdorskaya-3199849-3205450.wav,don_rnd,"чего же, я только трое отбыл, а ещё трое надо отбыть. Бери, конечно.  ",,,
Keba_MAS1916_2-2943150-2944750,Other,2943.15,2944.75,audio_files/Keba_MAS1916_2-2943150-2944750.wav,keba,А чего они у тебя пишут-то?  ,,,
020721_VIK1941_Razdorskaya-4853616-4859216,VIK1941,4853.616,4859.216,audio_files/020721_VIK1941_Razdorskaya-4853616-4859216.wav,don_rnd,"Он пойдёт коней, быков, коров, всех управит,  ",,,
Sib_04-m_37.18_37.82,Sib_04-m,37.18,37.82,./trimmed/Sib_04-m_37.18_37.82.wav,standart,"фрезеровщик.»,",m,20.0,young
Keba_MAS1916_2-3375052-3376125,MAS1916,3375.052,3376.125,audio_files/Keba_MAS1916_2-3375052-3376125.wav,keba,Мы вязали.  ,,,
20180618_enm1930-1474889-1477214,енм1930,1474.889,1477.214,audio_files/20180618_enm1930-1474889-1477214.wav,opochka,"Ну, в общем, я там не была.",,,
20180618_zii1932_a-3840321-3841210,зии1932,3840.321,3841.21,audio_files/20180618_zii1932_a-3840321-3841210.wav,opochka,По очереди?,,,
Keba_MAS1916_1-389469-401294,MAS1916,389.469,401.294,audio_files/Keba_MAS1916_1-389469-401294.wav,keba,"я качаю-качаю, а он ревёт, он  ревёт, он ревёт, а потом зашла дедина Ефимкова, к нам,
         ишь ведь тоже не к смерти-то, дак вот дедина-то Ефимкова зашла, ак нас спасла. ",,,
Keba_KMV1919-1707647-1708603,Interviewer,1707.647,1708.603,audio_files/Keba_KMV1919-1707647-1708603.wav,standart,Всё собираетесь?  ,,,
Keba_MAS1916_2-707834-715096,MAS1916,707.834,715.096,audio_files/Keba_MAS1916_2-707834-715096.wav,keba,"Хлеб-то останется ак есть-то, потом смелёшь, она говорит, но, пусть хлеб-то, а коневальский-то
         ремень, говорит, надо унести -  ",,,
20180618_zii1932_a-4232151-4234562,зии1932,4232.151,4234.562,audio_files/20180618_zii1932_a-4232151-4234562.wav,opochka,"де= одна умерла нынче,",,,
Keba_KMV1919-3328372-3335609,KMV1919,3328.372,3335.609,audio_files/Keba_KMV1919-3328372-3335609.wav,keba,"лежала, лежала, лежала, о крёж паром крику давает ""кичь-вичь"", всё качает, всё страшно,
          ",,,
Keba_KMV1919-3347270-3353994,KMV1919,3347.27,3353.994,audio_files/Keba_KMV1919-3347270-3353994.wav,keba,"схватила, кавы забила, и забралась в будку, в будку забралась, и боле лежу; ",,,
20180619_vav1949-1140715-1146323,вав1949,1140.715,1146.323,audio_files/20180619_vav1949-1140715-1146323.wav,opochka,"Конкретно - это понятно, а там когда-то чего-то да кто-то что-то...",,,
020721_VIK1941_Razdorskaya-5481137-5487837,Interviewer,5481.137,5487.837,audio_files/020721_VIK1941_Razdorskaya-5481137-5487837.wav,standart,Понятно ,,,
Keba_MAS1916_2-2395877-2401238,MAS1916,2395.877,2401.238,audio_files/Keba_MAS1916_2-2395877-2401238.wav,keba,"Прошлый год малая вода-то была, не= не была большая-то, дак остались гонки-то были,
          ",,,
20180618_zii1932_a-2937396-2939908,Interviewer,2937.396,2939.908,audio_files/20180618_zii1932_a-2937396-2939908.wav,standart,"Как вы, расскажите, вы как, сами печку топите?",,,
20180618_zii1932_a-7043857-7046352,зии1932,7043.857,7046.352,audio_files/20180618_zii1932_a-7043857-7046352.wav,opochka,"- ""Нет, бабушка, я тебя никогда не обманываю"".",,,
04072022_MLI1941_Melikhovskaya-1773421-1774134,Interviewer,1773.421,1774.134,audio_files/04072022_MLI1941_Melikhovskaya-1773421-1774134.wav,standart,Понятно. ,,,
Sib_06-f_28.49_30.14,Sib_06-f,28.49,30.14,./trimmed/Sib_06-f_28.49_30.14.wav,standart,волосёнки развева-аются!...,f,41.0,middle
Sib_16-m_53.61_59.09,Sib_16-m,53.61,59.09,./trimmed/Sib_16-m_53.61_59.09.wav,standart,"— ∙∙∙∙ проводить ∙∙ на участки ∙∙∙∙ телефоны,",m,69.0,elderly
20180618_enm1930-1082826-1084544,Interviewer,1082.826,1084.544,audio_files/20180618_enm1930-1082826-1084544.wav,standart,А как цыганку зовут?,,,
Keba_MAS1916_2-2158721-2165401,MAS1916,2158.721,2165.401,audio_files/Keba_MAS1916_2-2158721-2165401.wav,keba,"Да. А ноне там вот идёт, оттуль и вот эдак заворачивается, и кверху пойдёт.  ",,,
020721_VIK1941_Razdorskaya-2412386-2414366,VIK1941,2412.386,2414.366,audio_files/020721_VIK1941_Razdorskaya-2412386-2414366.wav,don_rnd,"Бабушка говорила,  ",,,
20180618_zii1932_a-3583098-3584662,зии1932,3583.098,3584.662,audio_files/20180618_zii1932_a-3583098-3584662.wav,opochka,Придёт лавка - куплю.,,,
20180619_vav1949-1214731-1218179,Interviewer,1214.731,1218.179,audio_files/20180619_vav1949-1214731-1218179.wav,standart,"Вы, кстати, говорили, что вы там механиком были?",,,
20180618_enm1930-2779585-2784359,енм1930,2779.585,2784.359,audio_files/20180618_enm1930-2779585-2784359.wav,opochka,А никого. Одна баба там осталши.,,,
020721_VIK1941_Razdorskaya-2857942-2864613,VIK1941,2857.942,2864.613,audio_files/020721_VIK1941_Razdorskaya-2857942-2864613.wav,don_rnd,"Чего ты его трогаешь, он пришёл с работы, вы с Танею весь день ко́фею пропили,  ",,,
20180618_enm1930-832235-838098,енм1930,832.235,838.098,audio_files/20180618_enm1930-832235-838098.wav,opochka,"Ну вот, она и говорит: ""Жень, давай споём ""По Дону гуляет"".",,,
20180618_zii1932_a-2063565-2068785,зии1932,2063.565,2068.785,audio_files/20180618_zii1932_a-2063565-2068785.wav,opochka,мне буфет и шкаф купили вот для п= белья.,,,
20180618_zii1932_a-7175036-7177797,зии1932,7175.036,7177.797,audio_files/20180618_zii1932_a-7175036-7177797.wav,opochka,"Ну-от там вот все населились. Вот,",,,
04072022_TNG1957_Melikhovskaya-3508446-3510272,TNG1957,3508.446,3510.272,audio_files/04072022_TNG1957_Melikhovskaya-3508446-3510272.wav,don_rnd,Всякая такая вот жирненькая же. ,,,
Sib_15-f_69.54_70.4,Sib_15-f,69.54,70.4,./trimmed/Sib_15-f_69.54_70.4.wav,standart,∙∙ Розовые.,f,70.0,elderly
Keba_MAS1916_2-44680-47304,MAS1916,44.68,47.304,audio_files/Keba_MAS1916_2-44680-47304.wav,keba,"Давай, - говорю, - будем сряжаться, да утащи нас к матери!""  ",,,
20180619_vav1949-349194-351510,вав1949,349.194,351.51,audio_files/20180619_vav1949-349194-351510.wav,opochka,"Понятно где, я понял.",,,
Keba_MAS1916_2-1497107-1501212,MAS1916,1497.107,1501.212,audio_files/Keba_MAS1916_2-1497107-1501212.wav,keba,"Были три сестры: Клюня, да Келя, да Харя.  ",,,
20180618_enm1930-2988159-2991073,Interviewer,2988.159,2991.073,audio_files/20180618_enm1930-2988159-2991073.wav,standart,И вам счастливо. Увидимся ещё.,,,
20180618_zii1932_a-1491016-1493080,зии1932,1491.016,1493.08,audio_files/20180618_zii1932_a-1491016-1493080.wav,opochka,всех в один дом - и зажигать.,,,
Keba_KMV1919-814604-823304,KMV1919,814.604,823.304,audio_files/Keba_KMV1919-814604-823304.wav,keba,"Кто его знает, как робят, я уж теперь сама-то худо роблю дак, больше ничего не знаю,
         как робят, не знаю про работу, я не буду говорить, пусть худо, дак и худо, мне не
         нужно.  ",,,
20180618_zii1932_a-4529819-4531081,Interviewer,4529.819,4531.081,audio_files/20180618_zii1932_a-4529819-4531081.wav,standart,Кладбище далеко?,,,
020721_VIK1941_Razdorskaya-2935056-2945624,VIK1941,2935.056,2945.624,audio_files/020721_VIK1941_Razdorskaya-2935056-2945624.wav,don_rnd,"А потом попреет этот хлебушек в сарае, вывозят, вываливают в балку, а зато видишь
         как.  ",,,
04072022_TNG1957_Melikhovskaya-3070059-3073793,TNG1957,3070.059,3073.793,audio_files/04072022_TNG1957_Melikhovskaya-3070059-3073793.wav,don_rnd,Промочить наши душечки. ,,,
Keba_MAS1916_2-1410990-1414577,MAS1916,1410.99,1414.577,audio_files/Keba_MAS1916_2-1410990-1414577.wav,keba,"Боле, говорит, пришла и больше не задеивал палечком.  ",,,
Keba_MAS1916_1-889104-890823,MAS1916,889.104,890.823,audio_files/Keba_MAS1916_1-889104-890823.wav,keba,"Да, да вот и в плен попал. ",,,
20180618_zii1932_a-2252292-2253350,зии1932,2252.292,2253.35,audio_files/20180618_zii1932_a-2252292-2253350.wav,opochka,Куда-то всё дели.,,,
04072022_TNG1957_Melikhovskaya-1537090-1538870,TNG1957,1537.09,1538.87,audio_files/04072022_TNG1957_Melikhovskaya-1537090-1538870.wav,don_rnd,"Сейчас у меня вот оно, отопление. ",,,
Keba_MAS1916_2-1728135-1729853,MAS1916,1728.135,1729.853,audio_files/Keba_MAS1916_2-1728135-1729853.wav,keba,"Да, как неводят-то?  ",,,
20180618_zii1932_a-6005344-6012683,Interviewer,6005.344,6012.683,audio_files/20180618_zii1932_a-6005344-6012683.wav,standart,"А у меня родители на Урале тоже наоборот жалуются, что и дожди всё время, и холод,
      и тоже ничего не растёт.",,,
20180618_zii1932_a-2406851-2408469,зии1932,2406.851,2408.469,audio_files/20180618_zii1932_a-2406851-2408469.wav,opochka,а второго - ,,,
20180618_zii1932_a-5005087-5008455,зии1932,5005.087,5008.455,audio_files/20180618_zii1932_a-5005087-5008455.wav,opochka,"Ну и ме= (места) косили в таких местах, где",,,
Sib_17-m_247.12_249.54,Sib_17-m,247.12,249.54,./trimmed/Sib_17-m_247.12_249.54.wav,standart,∙∙∙ Я ∙∙ хочу ∙∙ к Павлу.»,m,70.0,elderly
Keba_MAS1916_2-398582-405189,MAS1916,398.582,405.189,audio_files/Keba_MAS1916_2-398582-405189.wav,keba,"а она: ""Нет! Сотню только сбавлю, а боле не сбавлю"". Сотню-то сбавила, а две-то сто
         и платила. ",,,
20180618_zii1932_a-5353487-5359242,зии1932,5353.487,5359.242,audio_files/20180618_zii1932_a-5353487-5359242.wav,opochka,"и себе натоплю молока. Я без молока не могу, молоко люблю.",,,
Sib_15-f_38.92_41.32,Sib_15-f,38.92,41.32,./trimmed/Sib_15-f_38.92_41.32.wav,standart,"∙∙∙ {ЧМОКАНЬЕ} бурная такая совершенно река,",f,70.0,elderly
Keba_MAS1916_2-1818044-1819793,MAS1916,1818.044,1819.793,audio_files/Keba_MAS1916_2-1818044-1819793.wav,keba,С тобой не купалась не ходила?  ,,,
20180618_zii1932_a-565150-569297,зии1932,565.15,569.297,audio_files/20180618_zii1932_a-565150-569297.wav,opochka,"Ну пели песни, конечно, старинные, пели песни.",,,
Sib_01-f_74.16_74.61,Sib_01-f,74.16,74.61,./trimmed/Sib_01-f_74.16_74.61.wav,standart,"∙∙ ну,",f,19.0,young
Sib_14-f_31.42_34.17,Sib_14-f,31.42,34.17,./trimmed/Sib_14-f_31.42_34.17.wav,standart,"∙∙∙∙ Сейчас вот они разъезжаются,",f,69.0,elderly
Sib_09-m_65.11_70.23,Sib_09-m,65.11,70.23,./trimmed/Sib_09-m_65.11_70.23.wav,standart,"∙∙∙ эээ И-и’ у него была ∙∙∙ единственная обязанность,",m,41.0,middle
20180618_zii1932_a-6364157-6369051,зии1932,6364.157,6369.051,audio_files/20180618_zii1932_a-6364157-6369051.wav,opochka,"Пенсию увели= (увеличили)... Это, года увеличили теперь пенсионные.",,,
04072022_TNG1957_Melikhovskaya-6172846-6175746,TNG1957,6172.846,6175.746,audio_files/04072022_TNG1957_Melikhovskaya-6172846-6175746.wav,don_rnd,"Ну, где-нибудь стояли иконы. ",,,
04072022_TNG1957_Melikhovskaya-3635772-3639192,TNG1957,3635.772,3639.192,audio_files/04072022_TNG1957_Melikhovskaya-3635772-3639192.wav,don_rnd,"Хозяйство водили, там, допустим, раньше ж ",,,
20180618_zii1932_a-6296256-6298432,Interviewer,6296.256,6298.432,audio_files/20180618_zii1932_a-6296256-6298432.wav,standart,"может, учительницей.",,,
Sib_02-f_89.82_90.32,Sib_02-f,89.82,90.32,./trimmed/Sib_02-f_89.82_90.32.wav,standart,"∙∙ Вот,",f,20.0,young
20180618_zii1932_a-7199523-7200605,зии1932,7199.523,7200.605,audio_files/20180618_zii1932_a-7199523-7200605.wav,opochka,Я никуда...,,,
Keba_KMV1919-148922-163823,KMV1919,148.922,163.823,audio_files/Keba_KMV1919-148922-163823.wav,keba,"Выходит сельсовет, и выходят клубники, всех нас благодарят и заметку пишут, потом
         нам сказывают, наши родники там есть, сказывают, что вы были в заметке, заметка эта
         про вас написана была.  ",,,
Keba_MAS1916_2-2166064-2168538,MAS1916,2166.064,2168.538,audio_files/Keba_MAS1916_2-2166064-2168538.wav,keba,Да. В реку там выйдет.  ,,,
Keba_KMV1919-2532900-2544863,KMV1919,2532.9,2544.863,audio_files/Keba_KMV1919-2532900-2544863.wav,keba,"пригнали нас дорогу-то строить-то, такой кустарник, а я немножко приосталася, и пришла,
         а бродят моя бригада-то в кустах-то,  ",,,
Sib_10-m_117.06_121.34,Sib_10-m,117.06,121.34,./trimmed/Sib_10-m_117.06_121.34.wav,standart,"{ОТКАШЛИВАНИЕ} ∙∙∙ И-и было достаточно интересно посмотреть конечно на публику,",m,44.0,middle
020721_VIK1941_Razdorskaya-963795-965352,Interviewer,963.795,965.352,audio_files/020721_VIK1941_Razdorskaya-963795-965352.wav,standart,Жили отдельно от бабушки? ,,,
04072022_TNG1957_Melikhovskaya-5940266-5942266,TNG1957,5940.266,5942.266,audio_files/04072022_TNG1957_Melikhovskaya-5940266-5942266.wav,don_rnd,"Ну вот. Ну, как бы ",,,
20180618_enm1930-737228-742437,енм1930,737.228,742.437,audio_files/20180618_enm1930-737228-742437.wav,opochka,"Ну, это у родителей заработано.",,,
Keba_MAS1916_2-1911401-1917246,MAS1916,1911.401,1917.246,audio_files/Keba_MAS1916_2-1911401-1917246.wav,keba,"одинова как нас спровадили за молоком, вот за двенадцать километров там доили доярки,
          ",,,
20180619_vav1949-169404-171942,вав1949,169.404,171.942,audio_files/20180619_vav1949-169404-171942.wav,opochka,Поменяли всё.,,,
04072022_TNG1957_Melikhovskaya-2879926-2881093,TNG1957,2879.926,2881.093,audio_files/04072022_TNG1957_Melikhovskaya-2879926-2881093.wav,don_rnd,Вот такая это самая. ,,,
Sib_15-f_135.67_136.53,Sib_15-f,135.67,136.53,./trimmed/Sib_15-f_135.67_136.53.wav,standart,я-ащериц...,f,70.0,elderly
020721_VIK1941_Razdorskaya-5161032-5165816,VIK1941,5161.032,5165.816,audio_files/020721_VIK1941_Razdorskaya-5161032-5165816.wav,don_rnd,"доить корову и принесу тебе ещё индюшонка. Приносила же индюшонка ей,  ",,,
020721_VIK1941_Razdorskaya-4462487-4463877,Interviewer,4462.487,4463.877,audio_files/020721_VIK1941_Razdorskaya-4462487-4463877.wav,standart,Если ребёнок заплачет? ,,,
020721_VIK1941_Razdorskaya-5512358-5514938,VIK1941,5512.358,5514.938,audio_files/020721_VIK1941_Razdorskaya-5512358-5514938.wav,don_rnd,Ну так песню пели такую.  ,,,
04072022_MLI1941_Melikhovskaya-204666-208027,tx@MLI1941,204.666,208.027,audio_files/04072022_MLI1941_Melikhovskaya-204666-208027.wav,don_rnd,"Выписали, а ему два куба леса выписали. ",,,
Keba_MAS1916_1-569423-572319,Other,569.423,572.319,audio_files/Keba_MAS1916_1-569423-572319.wav,keba,У Дуни Макарихиной было развёлся мужик-то.  ,,,
Keba_MAS1916_2-2603685-2606911,MAS1916,2603.685,2606.911,audio_files/Keba_MAS1916_2-2603685-2606911.wav,keba,Я ничего худое не говорю. Никого не ругаю. ,,,
20180619_vav1949-608008-614263,вав1949,608.008,614.263,audio_files/20180619_vav1949-608008-614263.wav,opochka,"(нрзб) с(?) той, я не знаю, я не клал, я не знаю, ну вот. Я знаю, что (нрзб), здесь
      тепло идёт.",,,
20180618_zii1932_a-6571513-6572082,Interviewer,6571.513,6572.082,audio_files/20180618_zii1932_a-6571513-6572082.wav,standart,Да.,,,
Sib_05-m_173.95_175.48,Sib_05-m,173.95,175.48,./trimmed/Sib_05-m_173.95_175.48.wav,standart,и пикник бы небольшой устроили б...,m,22.0,young
20180619_vav1949-1121492-1123109,вав1949,1121.492,1123.109,audio_files/20180619_vav1949-1121492-1123109.wav,opochka,Не хочется.,,,
20180619_vav1949-493143-498189,вав1949,493.143,498.189,audio_files/20180619_vav1949-493143-498189.wav,opochka,"Лоси-то, нельзя их стрелять, но стреляют, но это нельзя их стрелять.",,,
04072022_MLI1941_Melikhovskaya-70064-72294,tx@MLI1941,70.064,72.294,audio_files/04072022_MLI1941_Melikhovskaya-70064-72294.wav,don_rnd,"Младшая, их надо было поднимать. ",,,
Keba_KMV1919-3282760-3290588,KMV1919,3282.76,3290.588,audio_files/Keba_KMV1919-3282760-3290588.wav,keba,"и меня на кавы высвистнуло, и паром мой пошёл на [отуру] и я осталась одинёшенька
         на песку.  ",,,
20180618_enm1930-2129439-2131976,енм1930,2129.439,2131.976,audio_files/20180618_enm1930-2129439-2131976.wav,opochka,"А там просто, земля.",,,
Keba_KMV1919-1406984-1411209,KMV1919,1406.984,1411.209,audio_files/Keba_KMV1919-1406984-1411209.wav,keba,"А подклинивать - вот на тебя будут наговаривать, да по напраснице на тебя будут говорить,
          ",,,
Keba_MAS1916_2-1634713-1638779,Interviewer,1634.713,1638.779,audio_files/Keba_MAS1916_2-1634713-1638779.wav,standart,До второго августа-то? До второго так августа ж не считается. ,,,
04072022_TNG1957_Melikhovskaya-1886580-1891020,TNG1957,1886.58,1891.02,audio_files/04072022_TNG1957_Melikhovskaya-1886580-1891020.wav,don_rnd,Е-вой-люли. ,,,
20180618_zii1932_a-4047024-4050989,зии1932,4047.024,4050.989,audio_files/20180618_zii1932_a-4047024-4050989.wav,opochka,"А ведь речка-то рядом же совсем, недалеко.",,,
Sib_10-m_85.8_88.34,Sib_10-m,85.8,88.34,./trimmed/Sib_10-m_85.8_88.34.wav,standart,"∙∙ эээ в костюмах в парадных,",m,44.0,middle
04072022_MLI1941_Melikhovskaya-2044480-2045850,tx@MLI1941,2044.48,2045.85,audio_files/04072022_MLI1941_Melikhovskaya-2044480-2045850.wav,don_rnd,Не было такого. ,,,
Keba_KMV1919-3105068-3108377,Interviewer,3105.068,3108.377,audio_files/Keba_KMV1919-3105068-3108377.wav,standart,А после мобилизации как Вы жили? Где робили?  ,,,
20180618_zii1932_a-6976445-6979436,зии1932,6976.445,6979.436,audio_files/20180618_zii1932_a-6976445-6979436.wav,opochka,А? Первый класс ходит. Уже ему...,,,
04072022_MLI1941_Melikhovskaya-2859080-2859970,Interviewer,2859.08,2859.97,audio_files/04072022_MLI1941_Melikhovskaya-2859080-2859970.wav,standart,Угу. ,,,
020721_VIK1941_Razdorskaya-5960132-5964032,VIK1941,5960.132,5964.032,audio_files/020721_VIK1941_Razdorskaya-5960132-5964032.wav,don_rnd,А потом уже женихи идут сюда к невестам. ,,,
04072022_TNG1957_Melikhovskaya-7583336-7585416,TNG1957,7583.336,7585.416,audio_files/04072022_TNG1957_Melikhovskaya-7583336-7585416.wav,don_rnd,[нрзб]. ,,,
Keba_KMV1919-942228-950879,KMV1919,942.228,950.879,audio_files/Keba_KMV1919-942228-950879.wav,keba,"его сеяли, лён, сеяли лён, он взойдёт, это семя будет его, такой был, это, высокий, ",,,
20180618_zii1932_a-1538469-1541446,зии1932,1538.469,1541.446,audio_files/20180618_zii1932_a-1538469-1541446.wav,opochka,"женщин, пожи= (пожилых) которые с детьми,",,,
04072022_MLI1941_Melikhovskaya-1445955-1446529,Interviewer,1445.955,1446.529,audio_files/04072022_MLI1941_Melikhovskaya-1445955-1446529.wav,standart,Угу. ,,,
04072022_MLI1941_Melikhovskaya-2100540-2101730,Interviewer,2100.54,2101.73,audio_files/04072022_MLI1941_Melikhovskaya-2100540-2101730.wav,standart,Возилка -- это? ,,,
Keba_MAS1916_2-1843615-1845513,MAS1916,1843.615,1845.513,audio_files/Keba_MAS1916_2-1843615-1845513.wav,keba,"Да, опять нагреется.  ",,,
20180618_zii1932_a-7022924-7024538,зии1932,7022.924,7024.538,audio_files/20180618_zii1932_a-7022924-7024538.wav,opochka,"""Сейчас сядь"". -",,,
Keba_MAS1916_2-2209265-2212057,Interviewer,2209.265,2212.057,audio_files/Keba_MAS1916_2-2209265-2212057.wav,standart,"Вот эта, которая, значит, стоит-то, она как называется? ",,,
Keba_MAS1916_2-1669715-1672148,MAS1916,1669.715,1672.148,audio_files/Keba_MAS1916_2-1669715-1672148.wav,keba,"Но, но. Не пожалела рыбу-то?  ",,,
Keba_KMV1919-2065495-2075545,KMV1919,2065.495,2075.545,audio_files/Keba_KMV1919-2065495-2075545.wav,keba,"Ну вот, так мы этто прошли, потом больше еще проме= эть= пятьсот километров, дак много,
         а полбуханки хлеба дак, долго ли поешь, надо питаться как ле!  ",,,
