,informant,start,end,filename,corpus,text,gender,age
Keba_MAS1916_2-1390239-1394558,MAS1916,1390.239,1394.558,audio_files/Keba_MAS1916_2-1390239-1394558.wav,keba,"А тот говорит: ""Хуюрин! Кона дак шурин, а сестра дак не жена, а бьёшь!""  ",,
Keba_MAS1916_2-1395992-1400049,MAS1916,1395.992,1400.049,audio_files/Keba_MAS1916_2-1395992-1400049.wav,keba,"Не буду боле бить, не буду, больше не буду бить, больше всё"".  ",,
Keba_MAS1916_2-1400049-1404173,MAS1916,1400.049,1404.173,audio_files/Keba_MAS1916_2-1400049-1404173.wav,keba,"И тут-то клялся, боле мож= бол= молился и божился: ""И не буду, не буду"".  ",,
Keba_MAS1916_2-1404173-1410990,MAS1916,1404.173,1410.99,audio_files/Keba_MAS1916_2-1404173-1410990.wav,keba,"Но, братья опять сказали: ""Но, давай поди ещё заходи на какой ле день, как будет бить,
         больше выведем и больше не отдадим тебя"". ",,
Keba_MAS1916_2-1410990-1414577,MAS1916,1410.99,1414.577,audio_files/Keba_MAS1916_2-1410990-1414577.wav,keba,"Боле, говорит, пришла и больше не задеивал палечком.  ",,
Keba_MAS1916_2-1415488-1421633,MAS1916,1415.488,1421.633,audio_files/Keba_MAS1916_2-1415488-1421633.wav,keba,"Да. А ведь остались четверо детей, но-ко-ся, один-то остался годовой,  ",,
Keba_MAS1916_2-1421633-1427320,MAS1916,1421.633,1427.32,audio_files/Keba_MAS1916_2-1421633-1427320.wav,keba,"дак сегодня, говорит, свадьба прошла, а назавтре за зыбку села, из девок, каково но-ко
         было? Дак вот. ",,
Keba_MAS1916_2-1428366-1429651,MAS1916,1428.366,1429.651,audio_files/Keba_MAS1916_2-1428366-1429651.wav,keba,Ой-ё-ё-ё-ё!  ,,
Keba_MAS1916_2-1431818-1438581,MAS1916,1431.818,1438.581,audio_files/Keba_MAS1916_2-1431818-1438581.wav,keba,"Дак боле, говорит, пришла, и больше не стал бить, больше всё боле стал жить хорошо.
         Но заболел потом... ",,
Keba_MAS1916_2-1439663-1442905,MAS1916,1439.663,1442.905,audio_files/Keba_MAS1916_2-1439663-1442905.wav,keba,"Дак у ей-то ещё было нас шесть, и все девки!  ",,
Keba_MAS1916_2-1442905-1448090,MAS1916,1442.905,1448.09,audio_files/Keba_MAS1916_2-1442905-1448090.wav,keba,"Дак каково, но-ко, все девки, ни один парень нету! И все девки. ",,
Keba_MAS1916_2-1448090-1452349,MAS1916,1448.09,1452.349,audio_files/Keba_MAS1916_2-1448090-1452349.wav,keba,"Но, до меня девушка была Улька, мало чего-то жила, померла,  ",,
Keba_MAS1916_2-1452349-1460547,MAS1916,1452.349,1460.547,audio_files/Keba_MAS1916_2-1452349-1460547.wav,keba,"дак вот она померла, дак я прильнула, она бы не померла, я бат бы не прильнула, а
         я прильнула вот,  ",,
Keba_MAS1916_2-1460547-1468096,MAS1916,1460.547,1468.096,audio_files/Keba_MAS1916_2-1460547-1468096.wav,keba,"дак вот я осталась годовая, год только сполнился, и он помер, я годовая осталась.
          ",,
Keba_MAS1916_2-1469794-1471049,Interviewer,1469.794,1471.049,audio_files/Keba_MAS1916_2-1469794-1471049.wav,standart,Последняя уж?  ,,
Keba_MAS1916_2-1470930-1472416,MAS1916,1470.93,1472.416,audio_files/Keba_MAS1916_2-1470930-1472416.wav,keba,"Последняя я, последняя.  ",,
Keba_MAS1916_2-1472416-1481016,MAS1916,1472.416,1481.016,audio_files/Keba_MAS1916_2-1472416-1481016.wav,keba,"Те там девки-то хорошие были, хорошие и круглолицые, и всё, и я п= я в матерь, у меня
         мати-то такая же была, я вся мать. Вся мать. ",,
Keba_MAS1916_2-1481016-1488116,MAS1916,1481.016,1488.116,audio_files/Keba_MAS1916_2-1481016-1488116.wav,keba,"Да, нонь тоже меня кто увидит, дак говорят, чужие-то да: ""О, чисто ты Фекла, Клюня!""
         У ей матерь-то Клюней звали.  ",,
Keba_MAS1916_2-1488635-1490219,Interviewer,1488.635,1490.219,audio_files/Keba_MAS1916_2-1488635-1490219.wav,standart,"У Вашей матери, да? ",,
Keba_MAS1916_2-1489427-1491693,MAS1916,1489.427,1491.693,audio_files/Keba_MAS1916_2-1489427-1491693.wav,keba,У моей матери матерь звали Клюня.  ,,
Keba_MAS1916_2-1491693-1493743,Interviewer,1491.693,1493.743,audio_files/Keba_MAS1916_2-1491693-1493743.wav,standart,Какие у вас тут имена интересные!  ,,
Keba_MAS1916_2-1493372-1497107,MAS1916,1493.372,1497.107,audio_files/Keba_MAS1916_2-1493372-1497107.wav,keba,"Да интересное-то какое, да гляди-ко у худых людей-то какие имена даны!  ",,
Keba_MAS1916_2-1497107-1501212,MAS1916,1497.107,1501.212,audio_files/Keba_MAS1916_2-1497107-1501212.wav,keba,"Были три сестры: Клюня, да Келя, да Харя.  ",,
Keba_MAS1916_2-1501257-1505142,Interviewer,1501.257,1505.142,audio_files/Keba_MAS1916_2-1501257-1505142.wav,standart,"Ох, батюшки! А как же это по святцам-то, какие же это имена-то?  ",,
Keba_MAS1916_2-1504753-1506352,MAS1916,1504.753,1506.352,audio_files/Keba_MAS1916_2-1504753-1506352.wav,keba,А Клеопатра Егоровна...  ,,
Keba_MAS1916_2-1506352-1508325,Interviewer,1506.352,1508.325,audio_files/Keba_MAS1916_2-1506352-1508325.wav,standart,"Это Клюня, да?  ",,
Keba_MAS1916_2-1508280-1515552,MAS1916,1508.28,1515.552,audio_files/Keba_MAS1916_2-1508280-1515552.wav,keba,"Да, Клюня - Клеопатра Егоровна, Келя - дак Келекея Егоровна, Харя - да Харитонья Егоровна.
          ",,
Keba_MAS1916_2-1515179-1518959,Interviewer,1515.179,1518.959,audio_files/Keba_MAS1916_2-1515179-1518959.wav,standart,Замечательно! ,,
Keba_MAS1916_2-1516524-1519585,MAS1916,1516.524,1519.585,audio_files/Keba_MAS1916_2-1516524-1519585.wav,keba,"Были три сестры, вот как. ",,
Keba_MAS1916_2-1519585-1521737,MAS1916,1519.585,1521.737,audio_files/Keba_MAS1916_2-1519585-1521737.wav,keba,"Да, и три сестры были. ",,
Keba_MAS1916_2-1521737-1530809,MAS1916,1521.737,1530.809,audio_files/Keba_MAS1916_2-1521737-1530809.wav,keba,"Одна-то вот эва в этом доме жила, эво новый дом, да, сестра-то, а другую-то, то уж
         не знаю, где.  ",,
Keba_MAS1916_2-1530809-1536838,MAS1916,1530.809,1536.838,audio_files/Keba_MAS1916_2-1530809-1536838.wav,keba,"А всё звали бабка Келя, бабка Келя. Келекея Егоровна дак. Так вот какие имена были. ",,
Keba_MAS1916_2-1536838-1540547,Interviewer,1536.838,1540.547,audio_files/Keba_MAS1916_2-1536838-1540547.wav,standart,"Я и не знала, что такие в святцах даже были имена, Келекея...  ",,
Keba_MAS1916_2-1539708-1541068,MAS1916,1539.708,1541.068,audio_files/Keba_MAS1916_2-1539708-1541068.wav,keba,"Да вот, были.  ",,
Keba_MAS1916_2-1541411-1542666,Interviewer,1541.411,1542.666,audio_files/Keba_MAS1916_2-1541411-1542666.wav,standart,"Клевопатра, да?  ",,
Keba_MAS1916_2-1542517-1545282,MAS1916,1542.517,1545.282,audio_files/Keba_MAS1916_2-1542517-1545282.wav,keba,"Да, Клеопатра, да Келекея, да Харитонья.  ",,
Keba_MAS1916_2-1545282-1555456,MAS1916,1545.282,1555.456,audio_files/Keba_MAS1916_2-1545282-1555456.wav,keba,"Но Фёкла-то ещё равно ничего, моя-то мати, Фёкла, ещё равно ничего, а тут гляди-ко-ся
         - Клюня да, Келя да, Харя да. Так вот какие имена. ",,
Keba_MAS1916_2-1547076-1549576,Interviewer,1547.076,1549.576,audio_files/Keba_MAS1916_2-1547076-1549576.wav,standart,"Да, да, конечно.  ",,
Keba_MAS1916_2-1555456-1561651,MAS1916,1555.456,1561.651,audio_files/Keba_MAS1916_2-1555456-1561651.wav,keba,"О, господи. Но, девка, я вам рассказываю, да всяко, что вспотела боле. ",,
Keba_MAS1916_2-1565163-1566074,MAS1916,1565.163,1566.074,audio_files/Keba_MAS1916_2-1565163-1566074.wav,keba,Дак вот так. ,,
Keba_MAS1916_2-1565701-1569736,Interviewer,1565.701,1569.736,audio_files/Keba_MAS1916_2-1565701-1569736.wav,standart,"А мать-то когда уж у Вас умерла, она долго жила-то потом, после отца?  ",,
Keba_MAS1916_2-1569407-1577665,MAS1916,1569.407,1577.665,audio_files/Keba_MAS1916_2-1569407-1577665.wav,keba,"Мати у меня жила восемьдесят пять лет, полтора месяца только пятый год не дожила,
         умерла у меня здесь, я похоронила. ",,
Keba_MAS1916_2-1575678-1579893,Interviewer,1575.678,1579.893,audio_files/Keba_MAS1916_2-1575678-1579893.wav,standart,"Ах вот как, не= не так= недавно даже померла, да?  ",,
Keba_MAS1916_2-1579802-1581228,MAS1916,1579.802,1581.228,audio_files/Keba_MAS1916_2-1579802-1581228.wav,keba,Восемьдесят пять лет жила. ,,
Keba_MAS1916_2-1581228-1583311,MAS1916,1581.228,1583.311,audio_files/Keba_MAS1916_2-1581228-1583311.wav,keba,"Нет, она уж умерла двадцать лет.  ",,
Keba_MAS1916_2-1583240-1585450,Interviewer,1583.24,1585.45,audio_files/Keba_MAS1916_2-1583240-1585450.wav,standart,"Ах, двадцать лет померла?  ",,
Keba_MAS1916_2-1583597-1591258,MAS1916,1583.597,1591.258,audio_files/Keba_MAS1916_2-1583597-1591258.wav,keba,"Двадцать лет умерла уж прошло. Да, Двадцать втор= один уж, второй вот пошёл. ",,
Keba_MAS1916_2-1591236-1593283,Interviewer,1591.236,1593.283,audio_files/Keba_MAS1916_2-1591236-1593283.wav,standart,"А что говорите, пять лет не дожила? ",,
Keba_MAS1916_2-1593107-1601998,MAS1916,1593.107,1601.998,audio_files/Keba_MAS1916_2-1593107-1601998.wav,keba,"До восемьдесят-то пяти. До восемьдесят-то пя=, восемьдесят пять дак, полтора месяца
         не дожила ак восемьдесят-то пять. ",,
Keba_MAS1916_2-1595046-1596033,Interviewer,1595.046,1596.033,audio_files/Keba_MAS1916_2-1595046-1596033.wav,standart,А-а. ,,
Keba_MAS1916_2-1599468-1600559,Interviewer,1599.468,1600.559,audio_files/Keba_MAS1916_2-1599468-1600559.wav,standart,"Ах, вот как. ",,
Keba_MAS1916_2-1601142-1602038,Interviewer,1601.142,1602.038,audio_files/Keba_MAS1916_2-1601142-1602038.wav,standart,Ага. ,,
Keba_MAS1916_2-1606272-1612449,MAS1916,1606.272,1612.449,audio_files/Keba_MAS1916_2-1606272-1612449.wav,keba,"Вот она померла двенадцатого июля, а ей день рожденья второго августа,  ",,
Keba_MAS1916_2-1612449-1618582,MAS1916,1612.449,1618.582,audio_files/Keba_MAS1916_2-1612449-1618582.wav,keba,"дак вот сколько не до= до дня рожденья не дожила восемьдесят пять лет, полтора месяца,
         наверное.  ",,
Keba_MAS1916_2-1615617-1616573,Interviewer,1615.617,1616.573,audio_files/Keba_MAS1916_2-1615617-1616573.wav,standart,Да. ,,
Keba_MAS1916_2-1618582-1621361,Interviewer,1618.582,1621.361,audio_files/Keba_MAS1916_2-1618582-1621361.wav,standart,Да нет. Июня? Она=  ,,
Keba_MAS1916_2-1620136-1621361,MAS1916,1620.136,1621.361,audio_files/Keba_MAS1916_2-1620136-1621361.wav,keba,"Июля, июля.  ",,
Keba_MAS1916_2-1621361-1622093,Interviewer,1621.361,1622.093,audio_files/Keba_MAS1916_2-1621361-1622093.wav,standart,Июля. ,,
Keba_MAS1916_2-1621959-1624693,MAS1916,1621.959,1624.693,audio_files/Keba_MAS1916_2-1621959-1624693.wav,keba,"Да, умерла она двенадцатого июля.  ",,
Keba_MAS1916_2-1623169-1623857,Interviewer,1623.169,1623.857,audio_files/Keba_MAS1916_2-1623169-1623857.wav,standart,Полмесяца.  ,,
Keba_MAS1916_2-1624946-1627113,Interviewer,1624.946,1627.113,audio_files/Keba_MAS1916_2-1624946-1627113.wav,standart,Ну. А день рождения когда?  ,,
Keba_MAS1916_2-1627023-1628981,MAS1916,1627.023,1628.981,audio_files/Keba_MAS1916_2-1627023-1628981.wav,keba,День рождения второго августа.  ,,
Keba_MAS1916_2-1628876-1631880,Interviewer,1628.876,1631.88,audio_files/Keba_MAS1916_2-1628876-1631880.wav,standart,"Так это две недели, наверное, что ли...  ",,
Keba_MAS1916_2-1630639-1634743,MAS1916,1630.639,1634.743,audio_files/Keba_MAS1916_2-1630639-1634743.wav,keba,"Нет, нет, вот раз июль, июль да, август дак. ",,
Keba_MAS1916_2-1634713-1638779,Interviewer,1634.713,1638.779,audio_files/Keba_MAS1916_2-1634713-1638779.wav,standart,До второго августа-то? До второго так августа ж не считается. ,,
Keba_MAS1916_2-1635655-1637896,MAS1916,1635.655,1637.896,audio_files/Keba_MAS1916_2-1635655-1637896.wav,keba,"Да, до второго августа.  ",,
Keba_MAS1916_2-1638779-1641290,MAS1916,1638.779,1641.29,audio_files/Keba_MAS1916_2-1638779-1641290.wav,keba,"Ну дак я думала, полтора месяца - нет, нет.  ",,
Keba_MAS1916_2-1640722-1643053,Interviewer,1640.722,1643.053,audio_files/Keba_MAS1916_2-1640722-1643053.wav,standart,"Нет, меньше.  ",,
Keba_MAS1916_2-1641603-1642529,MAS1916,1641.603,1642.529,audio_files/Keba_MAS1916_2-1641603-1642529.wav,keba,Да. ,,
Keba_MAS1916_2-1642529-1646478,MAS1916,1642.529,1646.478,audio_files/Keba_MAS1916_2-1642529-1646478.wav,keba,"Но, недели две или три, да. Так. Так. Так. ",,
Keba_MAS1916_2-1643963-1645487,Interviewer,1643.963,1645.487,audio_files/Keba_MAS1916_2-1643963-1645487.wav,standart,"Да, да-да.  ",,
Keba_MAS1916_2-1646478-1649273,MAS1916,1646.478,1649.273,audio_files/Keba_MAS1916_2-1646478-1649273.wav,keba,Вот восемьдесят пять лет жила.  ,,
Keba_MAS1916_2-1649273-1653845,MAS1916,1649.273,1653.845,audio_files/Keba_MAS1916_2-1649273-1653845.wav,keba,"А мне вот семьдесят, дак до ей= до ейных-то годов доживу, нет.  ",,
Keba_MAS1916_2-1654420-1656557,Interviewer,1654.42,1656.557,audio_files/Keba_MAS1916_2-1654420-1656557.wav,standart,"Кто знает, может, и доживёте.  ",,
Keba_MAS1916_2-1656169-1659456,MAS1916,1656.169,1659.456,audio_files/Keba_MAS1916_2-1656169-1659456.wav,keba,"Не знаю, а нет не дожить, наверное, нет.  ",,
Keba_MAS1916_2-1657902-1660824,Interviewer,1657.902,1660.824,audio_files/Keba_MAS1916_2-1657902-1660824.wav,standart,"Да, это неизвестно никогда.  ",,
Keba_MAS1916_2-1660107-1663813,MAS1916,1660.107,1663.813,audio_files/Keba_MAS1916_2-1660107-1663813.wav,keba,Сердце стало сдавать. А не то неводить-то охота ещё.  ,,
Keba_MAS1916_2-1663813-1666908,MAS1916,1663.813,1666.908,audio_files/Keba_MAS1916_2-1663813-1666908.wav,keba,Ульяна-то наварила вам уху-то?  ,,
Keba_MAS1916_2-1666818-1668985,Interviewer,1666.818,1668.985,audio_files/Keba_MAS1916_2-1666818-1668985.wav,standart,"Да, варила, варила.  ",,
Keba_MAS1916_2-1667535-1669015,MAS1916,1667.535,1669.015,audio_files/Keba_MAS1916_2-1667535-1669015.wav,keba,Уже наварила?  ,,
Keba_MAS1916_2-1669015-1670609,Interviewer,1669.015,1670.609,audio_files/Keba_MAS1916_2-1669015-1670609.wav,standart,Да.  ,,
Keba_MAS1916_2-1669715-1672148,MAS1916,1669.715,1672.148,audio_files/Keba_MAS1916_2-1669715-1672148.wav,keba,"Но, но. Не пожалела рыбу-то?  ",,
Keba_MAS1916_2-1672148-1677756,Interviewer,1672.148,1677.756,audio_files/Keba_MAS1916_2-1672148-1677756.wav,standart,"Да нет. А чего жалеть, куда её - солить, что ли, что делают с рыбой? ",,
Keba_MAS1916_2-1676486-1680222,MAS1916,1676.486,1680.222,audio_files/Keba_MAS1916_2-1676486-1680222.wav,keba,"Солим! Солим, солим. ",,
Keba_MAS1916_2-1677937-1679416,Interviewer,1677.937,1679.416,audio_files/Keba_MAS1916_2-1677937-1679416.wav,standart,"Солите, да? ",,
Keba_MAS1916_2-1680222-1684441,MAS1916,1680.222,1684.441,audio_files/Keba_MAS1916_2-1680222-1684441.wav,keba,"Вот надоставаем, да вот солим да. Год целый, зиму едим.  ",,
Keba_MAS1916_2-1684340-1686133,Interviewer,1684.34,1686.133,audio_files/Keba_MAS1916_2-1684340-1686133.wav,standart,"Эту рыбу, да?  ",,
Keba_MAS1916_2-1686133-1692544,MAS1916,1686.133,1692.544,audio_files/Keba_MAS1916_2-1686133-1692544.wav,keba,"Да. Ноне ничего не попадает-то, мало попало, ничего не попадает,  ",,
Keba_MAS1916_2-1692544-1699417,MAS1916,1692.544,1699.417,audio_files/Keba_MAS1916_2-1692544-1699417.wav,keba,"дак воруем рыбу-то ведь, воруем, не давают, ловить-то, а мы вот украдкой всё съездим
         как ле.  ",,
Keba_MAS1916_2-1699057-1701403,Interviewer,1699.057,1701.403,audio_files/Keba_MAS1916_2-1699057-1701403.wav,standart,А кто-то следит всё-таки?  ,,
Keba_MAS1916_2-1700721-1702664,MAS1916,1700.721,1702.664,audio_files/Keba_MAS1916_2-1700721-1702664.wav,keba,А как! Рыбнадзоры ездят!  ,,
Keba_MAS1916_2-1704442-1713227,MAS1916,1704.442,1713.227,audio_files/Keba_MAS1916_2-1704442-1713227.wav,keba,"Это сейчас месячник-то кончился, дак они шибко-то не ездят, дак мы вот воруем, воровски
         ездим. ",,
Keba_MAS1916_2-1714481-1716827,Interviewer,1714.481,1716.827,audio_files/Keba_MAS1916_2-1714481-1716827.wav,standart,"Ещё-то собираетесь поехать, нет?  ",,
Keba_MAS1916_2-1716379-1718725,MAS1916,1716.379,1718.725,audio_files/Keba_MAS1916_2-1716379-1718725.wav,keba,Как! Надо съездить как ле ещё!  ,,
Keba_MAS1916_2-1719099-1721146,Interviewer,1719.099,1721.146,audio_files/Keba_MAS1916_2-1719099-1721146.wav,standart,"Когда, еще не решили?  ",,
Keba_MAS1916_2-1720070-1722311,MAS1916,1720.07,1722.311,audio_files/Keba_MAS1916_2-1720070-1722311.wav,keba,"Не знаю, да когда они позовут.  ",,
Keba_MAS1916_2-1722858-1728700,Interviewer,1722.858,1728.7,audio_files/Keba_MAS1916_2-1722858-1728700.wav,standart,"А у нас тоже один, хочется поехать, очень ему интересно, как там.  ",,
Keba_MAS1916_2-1728135-1729853,MAS1916,1728.135,1729.853,audio_files/Keba_MAS1916_2-1728135-1729853.wav,keba,"Да, как неводят-то?  ",,
Keba_MAS1916_2-1729610-1733450,Interviewer,1729.61,1733.45,audio_files/Keba_MAS1916_2-1729610-1733450.wav,standart,"Да, он рыбачит сам, так что ему интересно.  ",,
Keba_MAS1916_2-1732771-1735356,MAS1916,1732.771,1735.356,audio_files/Keba_MAS1916_2-1732771-1735356.wav,keba,А-а. Ак он чем рыбачит?  ,,
Keba_MAS1916_2-1735057-1738404,Interviewer,1735.057,1738.404,audio_files/Keba_MAS1916_2-1735057-1738404.wav,standart,"Ну, он удочкой, наверное, спиннингом, да, наверное.  ",,
Keba_MAS1916_2-1735550-1737209,MAS1916,1735.55,1737.209,audio_files/Keba_MAS1916_2-1735550-1737209.wav,keba,Удочкой? Удочкой? ,,
Keba_MAS1916_2-1738763-1739886,MAS1916,1738.763,1739.886,audio_files/Keba_MAS1916_2-1738763-1739886.wav,keba,А мы-то неводом.  ,,
Keba_MAS1916_2-1739886-1741976,Interviewer,1739.886,1741.976,audio_files/Keba_MAS1916_2-1739886-1741976.wav,standart,Ну вот ему и интересно это как.  ,,
Keba_MAS1916_2-1741976-1742858,MAS1916,1741.976,1742.858,audio_files/Keba_MAS1916_2-1741976-1742858.wav,keba,Посмотреть? ,,
Keba_MAS1916_2-1742604-1744233,Interviewer,1742.604,1744.233,audio_files/Keba_MAS1916_2-1742604-1744233.wav,standart,"Да, посмотреть.  ",,
Keba_MAS1916_2-1744363-1747608,MAS1916,1744.363,1747.608,audio_files/Keba_MAS1916_2-1744363-1747608.wav,keba,"Дак у нас Анка не поедет, дак его можно взять, пусть он едет.  ",,
Keba_MAS1916_2-1747608-1749565,Interviewer,1747.608,1749.565,audio_files/Keba_MAS1916_2-1747608-1749565.wav,standart,"А, ток= только трое можно, да?  ",,
Keba_MAS1916_2-1749461-1750656,MAS1916,1749.461,1750.656,audio_files/Keba_MAS1916_2-1749461-1750656.wav,keba,"Троима, мы троима.  ",,
Keba_MAS1916_2-1750656-1751881,Interviewer,1750.656,1751.881,audio_files/Keba_MAS1916_2-1750656-1751881.wav,standart,Угу. ,,
Keba_MAS1916_2-1752090-1757482,MAS1916,1752.09,1757.482,audio_files/Keba_MAS1916_2-1752090-1757482.wav,keba,"А мы бывало я в договоре была, от сельпа, в сельпо сдавали рыбу,  ",,
Keba_MAS1916_2-1757482-1764072,MAS1916,1757.482,1764.072,audio_files/Keba_MAS1916_2-1757482-1764072.wav,keba,"дак мы большой невод сделали, дак мы шесть человек неводили, да, шесть человек.  ",,
Keba_MAS1916_2-1764739-1766592,Interviewer,1764.739,1766.592,audio_files/Keba_MAS1916_2-1764739-1766592.wav,standart,"Это две лодки, что ли, да? ",,
Keba_MAS1916_2-1765711-1770962,MAS1916,1765.711,1770.962,audio_files/Keba_MAS1916_2-1765711-1770962.wav,keba,"Две лодки ездили, да, и шесть человек неводили, большой невод,  ",,
Keba_MAS1916_2-1770962-1777148,MAS1916,1770.962,1777.148,audio_files/Keba_MAS1916_2-1770962-1777148.wav,keba,"и вот мы одинова поехали и всё рассказываем, к Покрову, на Чуласы Покров праздник,
         осенью,  ",,
Keba_MAS1916_2-1777148-1783548,MAS1916,1777.148,1783.548,audio_files/Keba_MAS1916_2-1777148-1783548.wav,keba,"и мы поехали к Покрову, и вот мы обратно поехали от праздника домой...  ",,
Keba_MAS1916_2-1803986-1810904,MAS1916,1803.986,1810.904,audio_files/Keba_MAS1916_2-1803986-1810904.wav,keba,Дак вот так. Вот такие наши дела. Такая наша работа. ,,
Keba_MAS1916_2-1813935-1815564,MAS1916,1813.935,1815.564,audio_files/Keba_MAS1916_2-1813935-1815564.wav,keba,[]-то где у тебя? ,,
Keba_MAS1916_2-1815620-1816972,Other,1815.62,1816.972,audio_files/Keba_MAS1916_2-1815620-1816972.wav,keba,Я не знаю.  ,,
Keba_MAS1916_2-1818044-1819793,MAS1916,1818.044,1819.793,audio_files/Keba_MAS1916_2-1818044-1819793.wav,keba,С тобой не купалась не ходила?  ,,
Keba_MAS1916_2-1821036-1822904,MAS1916,1821.036,1822.904,audio_files/Keba_MAS1916_2-1821036-1822904.wav,keba,Пусть не купается. ,,
Keba_MAS1916_2-1821439-1823053,Interviewer,1821.439,1823.053,audio_files/Keba_MAS1916_2-1821439-1823053.wav,standart,"А ты купалась, да?  ",,
Keba_MAS1916_2-1822904-1824174,MAS1916,1822.904,1824.174,audio_files/Keba_MAS1916_2-1822904-1824174.wav,keba,Купалися дак. ,,
Keba_MAS1916_2-1823053-1824891,Interviewer,1823.053,1824.891,audio_files/Keba_MAS1916_2-1823053-1824891.wav,standart,Как вода-то сегодня - холодная?  ,,
Keba_MAS1916_2-1824827-1825574,Other,1824.827,1825.574,audio_files/Keba_MAS1916_2-1824827-1825574.wav,keba,Тёплая. ,,
Keba_MAS1916_2-1824891-1829862,Interviewer,1824.891,1829.862,audio_files/Keba_MAS1916_2-1824891-1829862.wav,standart,"Тёплая? Ну, вчера мы купались, нельзя сказать, чтоб тёплая была.  ",,
Keba_MAS1916_2-1829987-1832513,MAS1916,1829.987,1832.513,audio_files/Keba_MAS1916_2-1829987-1832513.wav,keba,"Вот уж холоднее стала вода-то, а была ведь тёплая. ",,
Keba_MAS1916_2-1832617-1834067,Interviewer,1832.617,1834.067,audio_files/Keba_MAS1916_2-1832617-1834067.wav,standart,Холоднее стала?  ,,
Keba_MAS1916_2-1833514-1834933,MAS1916,1833.514,1834.933,audio_files/Keba_MAS1916_2-1833514-1834933.wav,keba,Холодней уж стала.  ,,
Keba_MAS1916_2-1835187-1837444,Interviewer,1835.187,1837.444,audio_files/Keba_MAS1916_2-1835187-1837444.wav,standart,Да что это? Почему ж холоднее?  ,,
Keba_MAS1916_2-1836228-1843003,MAS1916,1836.228,1843.003,audio_files/Keba_MAS1916_2-1836228-1843003.wav,keba,"Вот разве= А холодное время было, дак она захолодала, а вот если тёплое время будет,
         дак она опять нагреется.  ",,
Keba_MAS1916_2-1843615-1845513,MAS1916,1843.615,1845.513,audio_files/Keba_MAS1916_2-1843615-1845513.wav,keba,"Да, опять нагреется.  ",,
Keba_MAS1916_2-1846239-1847779,Interviewer,1846.239,1847.779,audio_files/Keba_MAS1916_2-1846239-1847779.wav,standart,Что ты говоришь? ,,
Keba_MAS1916_2-1847958-1850050,Interviewer,1847.958,1850.05,audio_files/Keba_MAS1916_2-1847958-1850050.wav,standart,"После дождя вот сегодня, наверное...  ",,
Keba_MAS1916_2-1849721-1851843,MAS1916,1849.721,1851.843,audio_files/Keba_MAS1916_2-1849721-1851843.wav,keba,"Да, после дождя-то то бывает теплей.  ",,
Keba_MAS1916_2-1851529-1853487,Interviewer,1851.529,1853.487,audio_files/Keba_MAS1916_2-1851529-1853487.wav,standart,Зря не пошли-то сегодня.  ,,
Keba_MAS1916_2-1853724-1855308,Other,1853.724,1855.308,audio_files/Keba_MAS1916_2-1853724-1855308.wav,keba,Ещё есть время у вас.  ,,
Keba_MAS1916_2-1855308-1860314,Interviewer,1855.308,1860.314,audio_files/Keba_MAS1916_2-1855308-1860314.wav,standart,"Да сейчас очень ко= комары, наверное, сейчас уж небось там и не разденешься.  ",,
Keba_MAS1916_2-1858043-1860628,MAS1916,1858.043,1860.628,audio_files/Keba_MAS1916_2-1858043-1860628.wav,keba,"Да, комары, вечером уж не купаются, что вы.  ",,
Keba_MAS1916_2-1860314-1863970,Interviewer,1860.314,1863.97,audio_files/Keba_MAS1916_2-1860314-1863970.wav,standart,"Вечером, да, попробуй там разденься вообще.  ",,
Keba_MAS1916_2-1865192-1867926,Interviewer,1865.192,1867.926,audio_files/Keba_MAS1916_2-1865192-1867926.wav,standart,"А особенно одеться, думаю, тяжело.  ",,
Keba_MAS1916_2-1869076-1871825,MAS1916,1869.076,1871.825,audio_files/Keba_MAS1916_2-1869076-1871825.wav,keba,Ак вот так. ,,
Keba_MAS1916_2-1880056-1882163,MAS1916,1880.056,1882.163,audio_files/Keba_MAS1916_2-1880056-1882163.wav,keba,"Но, ещё что вам?  ",,
Keba_MAS1916_2-1881879-1887558,Interviewer,1881.879,1887.558,audio_files/Keba_MAS1916_2-1881879-1887558.wav,standart,"Да ещё расскажите что-нибудь, хорошо очень рассказываете, так интересно.  ",,
Keba_MAS1916_2-1884136-1886183,MAS1916,1884.136,1886.183,audio_files/Keba_MAS1916_2-1884136-1886183.wav,keba,"Не знаю, чего вам надо рассказывать.  ",,
Keba_MAS1916_2-1888826-1891509,MAS1916,1888.826,1891.509,audio_files/Keba_MAS1916_2-1888826-1891509.wav,keba,"Дак ведь которое прожила да помню, дак вот и...  ",,
Keba_MAS1916_2-1891618-1893553,Interviewer,1891.618,1893.553,audio_files/Keba_MAS1916_2-1891618-1893553.wav,standart,Да у Вас память-то хорошая.  ,,
Keba_MAS1916_2-1893657-1895226,MAS1916,1893.657,1895.226,audio_files/Keba_MAS1916_2-1893657-1895226.wav,keba,а которое не запомню дак...  ,,
Keba_MAS1916_2-1895226-1896623,Interviewer,1895.226,1896.623,audio_files/Keba_MAS1916_2-1895226-1896623.wav,standart,Ну да.  ,,
Keba_MAS1916_2-1896623-1900280,MAS1916,1896.623,1900.28,audio_files/Keba_MAS1916_2-1896623-1900280.wav,keba,"Да вот, худа суха, а робила ничего, дородно. ",,
